gene,class,gene_name
YJL146W,background,IDS2
YJL147C,background,MRX5
YJL148W,background,RPA34
YJL149W,background,DAS1
YJL151C,background,SNA3
YJL152W,background,YJL152W
YJL153C,background,INO1
YJL154C,background,VPS35
YJL155C,background,FBP26
YJL156C,background,SSY5
YJL157C,background,FAR1
YJL158C,background,CIS3
YJL159W,background,HSP150
YJL160C,background,PIR5
YJL161W,background,FMP33
YJL162C,background,JJJ2
YJL163C,background,YJL163C
YJL164C,background,TPK1
YJL165C,background,HAL5
YJL166W,background,QCR8
YJL167W,background,ERG20
YJL168C,background,SET2
YJL169W,background,YJL169W
YJL171C,background,TOH1
YJL172W,background,CPS1
YJL173C,background,RFA3
YJL174W,background,KRE9
YJL176C,background,SWI3
YJL177W,background,RPL17B
YJL178C,background,ATG27
YJL179W,background,PFD1
YJL180C,background,ATP12
YJL181W,background,RBH1
YJL183W,background,MNN11
YJL184W,background,GON7
YJL185C,background,ATG36
YJL186W,background,MNN5
YJL187C,background,SWE1
YJL188C,background,BUD19
YJL189W,background,RPL39
YJL190C,core_aging,RPS22A
YJL191W,background,RPS14B
YJL192C,background,SOP4
YJL193W,background,YJL193W
YJL194W,background,CDC6
YJL196C,background,ELO1
YJL197W,background,UBP12
YJL198W,background,PHO90
YJL199C,background,MBB1
YJL200C,background,ACO2
YJL201W,background,ECM25
YJL202C,background,YJL202C
YJL203W,background,PRP21
YJL204C,background,RCY1
YJL206C,background,YJL206C
YJL205C,background,NCE101
YJL207C,background,LAA1
YJL208C,background,NUC1
YJL209W,background,CBP1
YJL210W,background,PEX2
YJL211C,background,YJL211C
YJL212C,background,OPT1
YJL213W,background,YJL213W
YJL214W,background,HXT8
YJL215C,background,YJL215C
YJL216C,background,IMA5
YJL217W,background,REE1
YJL218W,background,YJL218W
YJL222W,background,VTH2
YJL225C,background,YJL225C
YJR001W,background,AVT1
YJR002W,background,MPP10
YJR003C,background,MRX12
YJR004C,background,SAG1
YJR005W,background,APL1
YJR006W,background,POL31
YJR007W,entropy_specific,SUI2
YJR008W,background,MHO1
YJR009C,background,TDH2
YJR010C-A,background,SPC1
YJR010W,background,MET3
YJR011C,background,YJR011C
YJR012C,background,YJR012C
YJR013W,background,GPI14
YJR014W,background,TMA22
YJR015W,background,YJR015W
YJR016C,background,ILV3
YJR017C,background,ESS1
YJR019C,background,TES1
YJR021C,background,REC107
YJR024C,background,MDE1
YJR025C,background,BNA1
YJR030C,background,RBH2
YJR031C,background,GEA1
YJR032W,background,CPR7
YJR033C,background,RAV1
YJR034W,background,PET191
YJR035W,background,RAD26
YJR036C,background,HUL4
YJR038C,background,YJR038C
YJR039W,background,YJR039W
YJR040W,background,GEF1
YJR041C,background,URB2
YJR042W,background,NUP85
YJR043C,background,POL32
YJR044C,background,VPS55
YJR045C,background,SSC1
YJR046W,background,TAH11
YJR048W,background,CYC1
YJR049C,background,UTR1
YJR050W,background,ISY1
YJR051W,background,OSM1
YJR052W,background,RAD7
YJR053W,background,BFA1
YJR054W,background,KCH1
YJR055W,background,HIT1
YJR056C,background,YJR056C
YJR057W,background,CDC8
YJR058C,background,APS2
YJR059W,background,PTK2
YJR060W,background,CBF1
YJR061W,background,YJR061W
YJR062C,background,NTA1
YJR063W,background,RPA12
YJR064W,background,CCT5
YJR065C,background,ARP3
YJR066W,background,TOR1
YJR067C,background,YAE1
YJR068W,background,RFC2
YJR069C,background,HAM1
YJR070C,background,LIA1
YJR071W,background,YJR071W
YJR072C,background,NPA3
YJR073C,background,OPI3
YJR074W,background,MOG1
YJR075W,background,HOC1
YJR076C,background,CDC11
YJR077C,background,MIR1
YJR078W,background,BNA2
YJR079W,background,YJR079W
YJR080C,background,AIM24
YJR082C,background,EAF6
YJR083C,background,ACF4
YJR084W,background,YJR084W
YJR085C,background,YJR085C
YJR086W,background,STE18
YJR088C,background,EMC2
YJR089W,background,BIR1
YJR090C,background,GRR1
YJR091C,background,JSN1
YJR092W,background,BUD4
YJR093C,background,FIP1
YJR094C,background,IME1
YJR094W-A,background,RPL43B
YJR095W,background,SFC1
YJR096W,background,YJR096W
YJR097W,background,JJJ3
YJR098C,background,YJR098C
YJR099W,background,YUH1
YJR100C,background,AIM25
YJR101W,background,RSM26
YJR102C,background,VPS25
YJR103W,background,URA8
YJR104C,background,SOD1
YJR105W,background,ADO1
YJR106W,background,ECM27
YJR107W,background,LIH1
YJR108W,background,ABM1
YJR109C,background,CPA2
YJR110W,background,YMR1
YJR111C,background,PXP2
YJR112W,background,NNF1
YJR113C,background,RSM7
YJR115W,background,YJR115W
YJR116W,background,TDA4
YJR117W,background,STE24
YJR118C,background,ILM1
YJR119C,background,JHD2
YJR120W,background,YJR120W
YJR121W,background,ATP2
YJR122W,background,IBA57
YJR123W,core_aging,RPS5
YJR124C,background,YJR124C
YJR125C,background,ENT3
YJR126C,background,VPS70
YJR127C,background,RSF2
YJR128W,background,YJR128W
YJR129C,background,EFM3
YJR130C,background,STR2
YJR131W,background,MNS1
YJR132W,background,NMD5
YJR133W,background,XPT1
YJR134C,background,SGM1
YJR135C,background,MCM22
YJR136C,background,TTI2
YJR137C,background,MET5
YJR138W,background,IML1
YJR139C,background,HOM6
YJR140C,background,HIR3
YJR141W,background,IPA1
YJR142W,background,YJR142W
YJR143C,background,PMT4
YJR144W,background,MGM101
YJR145C,entropy_specific,RPS4A
YJR146W,background,YJR146W
YJR147W,background,HMS2
YJR148W,background,BAT2
YJR149W,background,YJR149W
YJR150C,background,DAN1
YJR151C,background,DAN4
YJR152W,background,DAL5
YJR153W,background,PGU1
YJR154W,background,YJR154W
YJR155W,background,AAD10
YJR156C,background,THI11
YJR159W,background,SOR1
YJR160C,background,MPH3
YJR161C,background,COS5
YLL001W,background,DNM1
YLL002W,background,RTT109
YLL003W,background,SFI1
YLL004W,background,ORC3
YLL005C,background,SPO75
YLL006W,background,MMM1
YLL007C,background,LMO1
YLL008W,background,DRS1
YLL009C,background,COX17
YLL010C,background,PSR1
YLL011W,background,SOF1
YLL012W,background,YEH1
YLL013C,background,PUF3
YLL014W,background,EMC6
YLL015W,background,BPT1
YLL018C,background,DPS1
YLL019C,background,KNS1
YLL021W,background,SPA2
YLL022C,background,HIF1
YLL023C,background,POM33
YLL024C,background,SSA2
YLL025W,background,PAU17
YLL026W,background,HSP104
YLL027W,background,ISA1
YLL028W,background,TPO1
YLL029W,background,FRA1
YLL030C,background,RRT7
YLL031C,background,GPI13
YLL032C,background,YLL032C
YLL033W,background,IRC19
YLL034C,background,RIX7
YLL035W,background,GRC3
YLL036C,background,PRP19
YLL038C,background,ENT4
YLL039C,background,UBI4
YLL040C,background,VPS13
YLL041C,background,SDH2
YLL042C,background,ATG10
YLL043W,background,FPS1
YLL045C,background,RPL8B
YLL047W,background,YLL047W
YLL048C,background,YBT1
YLL049W,background,LDB18
YLL050C,background,COF1
YLL051C,background,FRE6
YLL052C,background,AQY2
YLL053C,background,YLL053C
YLL054C,background,YLL054C
YLL055W,background,YCT1
YLL056C,background,YLL056C
YLL057C,background,JLP1
YLL058W,background,YLL058W
YLL059C,background,YLL059C
YLL060C,background,GTT2
YLL061W,background,MMP1
YLL062C,background,MHT1
YLL063C,background,AYT1
YLL065W,background,YLL065W
YLL066C,background,YLL066C
YLL067C,background,YLL067C
YLR001C,background,YLR001C
YLR002C,background,NOC3
YLR003C,background,CMS1
YLR004C,background,THI73
YLR005W,background,SSL1
YLR006C,background,SSK1
YLR007W,background,NSE1
YLR008C,background,PAM18
YLR009W,background,RLP24
YLR010C,background,TEN1
YLR011W,background,LOT6
YLR014C,background,PPR1
YLR015W,background,BRE2
YLR016C,background,PML1
YLR017W,background,MEU1
YLR018C,background,POM34
YLR019W,background,PSR2
YLR020C,background,YEH2
YLR021W,background,IRC25
YLR022C,background,SDO1
YLR023C,background,IZH3
YLR024C,background,UBR2
YLR025W,background,SNF7
YLR026C,background,SED5
YLR027C,background,AAT2
YLR028C,background,ADE16
YLR029C,background,RPL15A
YLR030W,background,YLR030W
YLR032W,background,RAD5
YLR033W,background,RSC58
YLR034C,background,SMF3
YLR035C,background,MLH2
YLR036C,background,YLR036C
YLR037C,background,PAU23
YLR038C,background,COX12
YLR039C,background,RIC1
YLR040C,background,AFB1
YLR042C,background,YLR042C
YLR043C,background,TRX1
YLR044C,background,PDC1
YLR045C,background,STU2
YLR046C,background,YLR046C
YLR047C,background,FRE8
YLR048W,time_specific,RPS0B
YLR049C,background,YLR049C
YLR050C,background,YLR050C
YLR051C,background,FCF2
YLR052W,background,IES3
YLR053C,background,YLR053C
YLR054C,background,OSW2
YLR055C,background,SPT8
YLR056W,background,ERG3
YLR057W,background,MNL2
YLR058C,background,SHM2
YLR059C,background,REX2
YLR060W,background,FRS1
YLR061W,background,RPL22A
YLR062C,background,BUD28
YLR063W,background,BMT6
YLR064W,background,PER33
YLR065C,background,ENV10
YLR066W,background,SPC3
YLR067C,background,PET309
YLR068W,background,FYV7
YLR069C,background,MEF1
YLR070C,background,XYL2
YLR071C,background,RGR1
YLR072W,background,LAM6
YLR073C,background,RFU1
YLR074C,background,BUD20
YLR075W,background,RPL10
YLR076C,background,YLR076C
YLR077W,background,FMP25
YLR078C,background,BOS1
YLR079W,background,SIC1
YLR080W,background,EMP46
YLR081W,background,GAL2
YLR082C,background,SRL2
YLR083C,background,EMP70
YLR084C,background,RAX2
YLR085C,background,ARP6
YLR086W,background,SMC4
YLR087C,background,CSF1
YLR088W,background,GAA1
YLR089C,background,ALT1
YLR090W,background,XDJ1
YLR091W,background,GEP5
YLR092W,background,SUL2
YLR093C,background,NYV1
YLR094C,background,GIS3
YLR095C,background,IOC2
YLR096W,background,KIN2
YLR097C,background,HRT3
YLR098C,background,CHA4
YLR099C,background,ICT1
YLR100W,background,ERG27
YLR101C,background,YLR101C
YLR102C,background,APC9
YLR103C,background,CDC45
YLR104W,background,LCL2
YLR105C,background,SEN2
YLR106C,background,MDN1
YLR107W,background,REX3
YLR108C,background,YLR108C
YLR109W,background,AHP1
YLR110C,background,CCW12
YLR112W,background,YLR112W
YLR113W,background,HOG1
YLR114C,background,AVL9
YLR115W,background,CFT2
YLR116W,background,MSL5
YLR117C,background,CLF1
YLR118C,background,YLR118C
YLR119W,background,SRN2
YLR120C,background,YPS1
YLR121C,background,YPS3
YLR124W,background,YLR124W
YLR125W,background,YLR125W
YLR126C,background,YLR126C
YLR127C,entropy_specific,APC2
YLR128W,background,DCN1
YLR129W,background,DIP2
YLR130C,background,ZRT2
YLR131C,background,ACE2
YLR132C,background,USB1
YLR133W,background,CKI1
YLR134W,background,PDC5
YLR135W,background,SLX4
YLR136C,background,TIS11
YLR137W,background,RKM5
YLR138W,background,NHA1
YLR139C,background,SLS1
YLR140W,background,YLR140W
YLR141W,background,RRN5
YLR142W,background,PUT1
YLR143W,background,DPH6
YLR144C,background,ACF2
YLR145W,background,RMP1
YLR146C,background,SPE4
YLR147C,background,SMD3
YLR148W,background,PEP3
YLR149C,background,YLR149C
YLR150W,background,STM1
YLR151C,background,PCD1
YLR152C,background,YLR152C
YLR153C,background,ACS2
YLR154C,background,RNH203
YLR155C,background,ASP3-1
YLR158C,background,ASP3-3
YLR160C,background,ASP3-4
YLR161W,background,YLR161W
YLR162W,background,YLR162W
YLR163C,background,MAS1
YLR164W,background,SHH4
YLR165C,background,PUS5
YLR166C,background,SEC10
YLR167W,core_aging,RPS31
YLR168C,background,UPS2
YLR169W,background,YLR169W
YLR172C,background,DPH5
YLR173W,background,YLR173W
YLR174W,background,IDP2
YLR175W,background,CBF5
YLR176C,background,RFX1
YLR177W,background,YLR177W
YLR178C,background,TFS1
YLR179C,background,YLR179C
YLR180W,background,SAM1
YLR181C,background,VTA1
YLR182W,background,SWI6
YLR183C,background,TOS4
YLR185W,background,RPL37A
YLR186W,background,EMG1
YLR187W,background,SKG3
YLR188W,background,MDL1
YLR189C,background,ATG26
YLR190W,background,MMR1
YLR191W,background,PEX13
YLR192C,background,HCR1
YLR193C,background,UPS1
YLR194C,background,NCW2
YLR195C,background,NMT1
YLR196W,background,PWP1
YLR197W,background,NOP56
YLR198C,background,YLR198C
YLR199C,background,PBA1
YLR200W,background,YKE2
YLR201C,background,COQ9
YLR202C,background,YLR202C
YLR203C,background,MSS51
YLR204W,background,QRI5
YLR205C,background,HMX1
YLR206W,background,ENT2
YLR207W,background,HRD3
YLR208W,background,SEC13
YLR209C,background,PNP1
YLR210W,background,CLB4
YLR211C,background,ATG38
YLR212C,background,TUB4
YLR213C,background,CRR1
YLR214W,background,FRE1
YLR215C,background,CDC123
YLR216C,entropy_specific,CPR6
YLR218C,background,COA4
YLR219W,background,MSC3
YLR220W,background,CCC1
YLR221C,background,RSA3
YLR222C,background,UTP13
YLR223C,background,IFH1
YLR224W,background,UCC1
YLR225C,background,YLR225C
YLR226W,background,BUR2
YLR227C,background,ADY4
YLR228C,background,ECM22
YLR229C,background,CDC42
YLR230W,background,YLR230W
YLR231C,background,BNA5
YLR233C,background,EST1
YLR234W,background,TOP3
YLR236C,background,YLR236C
YLR237W,background,THI7
YLR238W,background,FAR10
YLR239C,background,LIP2
YLR240W,background,VPS34
YLR241W,background,CSC1
YLR242C,background,ARV1
YLR243W,background,GPN3
YLR244C,background,MAP1
YLR245C,background,CDD1
YLR246W,background,ERF2
YLR247C,background,IRC20
YLR248W,background,RCK2
YLR249W,background,YEF3
YLR250W,background,SSP120
YLR251W,background,SYM1
YLR252W,background,YLR252W
YLR253W,background,MCP2
YLR254C,background,NDL1
YLR256W,background,HAP1
YLR257W,background,YLR257W
YLR258W,background,GSY2
YLR259C,background,HSP60
YLR260W,background,LCB5
YLR261C,background,VPS63
YLR262C,background,YPT6
YLR263W,background,RED1
YLR264W,time_specific,RPS28B
YLR265C,background,NEJ1
YLR266C,background,PDR8
YLR267W,background,BOP2
YLR268W,background,SEC22
YLR269C,background,YLR269C
YLR270W,background,DCS1
YLR271W,background,CMG1
YLR272C,background,YCS4
YLR273C,background,PIG1
YLR274W,background,MCM5
YLR275W,background,SMD2
YLR276C,background,DBP9
YLR277C,background,YSH1
YLR278C,background,YLR278C
YLR279W,background,YLR279W
YLR281C,background,YLR281C
YLR282C,background,YLR282C
YLR283W,background,YLR283W
YLR284C,background,ECI1
YLR285W,background,NNT1
YLR286C,background,CTS1
YLR287C,background,YLR287C
YLR287C-A,background,RPS30A
YLR288C,background,MEC3
YLR289W,background,GUF1
YLR290C,background,COQ11
YLR291C,background,GCD7
YLR292C,background,SEC72
YLR293C,background,GSP1
YLR294C,background,YLR294C
YLR295C,background,ATP14
YLR297W,background,YLR297W
YLR298C,background,YHC1
YLR299W,background,ECM38
YLR300W,background,EXG1
YLR301W,background,HRI1
YLR304C,background,ACO1
YLR305C,background,STT4
YLR306W,background,UBC12
YLR309C,background,IMH1
YLR310C,background,CDC25
YLR311C,background,YLR311C
YLR312C,background,YLR312C
YLR312W-A,background,MRPL15
YLR313C,background,SPH1
YLR314C,background,CDC3
YLR315W,background,NKP2
YLR316C,background,TAD3
YLR318W,background,EST2
YLR319C,background,BUD6
YLR320W,background,MMS22
YLR321C,background,SFH1
YLR323C,background,CWC24
YLR324W,background,PEX30
YLR325C,time_specific,RPL38
YLR326W,background,YLR326W
YLR327C,background,TMA10
YLR328W,background,NMA1
YLR329W,background,REC102
YLR330W,background,CHS5
YLR332W,background,MID2
YLR333C,background,RPS25B
YLR335W,background,NUP2
YLR336C,background,SGD1
YLR337C,background,VRP1
YLR338W,background,OPI9
YLR339C,background,YLR339C
YLR340W,time_specific,RPP0
YLR341W,background,SPO77
YLR342W,background,FKS1
YLR343W,background,GAS2
YLR344W,background,RPL26A
YLR345W,background,YLR345W
YLR346C,background,CIS1
YLR347C,background,KAP95
YLR348C,background,DIC1
YLR349W,background,YLR349W
YLR350W,background,ORM2
YLR351C,entropy_specific,NIT3
YLR352W,background,YLR352W
YLR353W,background,BUD8
YLR354C,background,TAL1
YLR355C,background,ILV5
YLR356W,background,ATG33
YLR357W,background,RSC2
YLR358C,background,YLR358C
YLR359W,background,ADE13
YLR360W,background,VPS38
YLR361C,background,DCR2
YLR362W,background,STE11
YLR363C,background,NMD4
YLR364W,background,GRX8
YLR366W,background,YLR366W
YLR367W,background,RPS22B
YLR368W,background,MDM30
YLR369W,background,SSQ1
YLR370C,background,ARC18
YLR371W,background,ROM2
YLR372W,background,YLR372W
YLR373C,background,VID22
YLR375W,background,STP3
YLR376C,background,PSY3
YLR377C,background,FBP1
YLR378C,background,SEC61
YLR379W,background,YLR379W
YLR380W,background,CSR1
YLR381W,background,CTF3
YLR382C,background,NAM2
YLR383W,background,SMC6
YLR384C,background,IKI3
YLR385C,background,SWC7
YLR386W,background,VAC14
YLR387C,background,REH1
YLR388W,background,RPS29A
YLR389C,background,STE23
YLR390W,background,ECM19
YLR392C,background,ART10
YLR393W,background,ATP10
YLR394W,background,CST9
YLR395C,background,COX8
YLR396C,background,VPS33
YLR397C,background,AFG2
YLR398C,background,SKI2
YLR399C,background,BDF1
YLR400W,background,YLR400W
YLR401C,background,DUS3
YLR402W,background,YLR402W
YLR403W,background,SFP1
YLR404W,background,YLR404W
YLR405W,background,DUS4
YLR406C,time_specific,RPL31B
YLR407W,background,YLR407W
YLR408C,background,BLS1
YLR409C,background,UTP21
YLR410W,background,VIP1
YLR411W,background,CTR3
YLR412W,background,BER1
YLR413W,background,INA1
YLR414C,background,PUN1
YLR415C,background,YLR415C
YLR416C,background,YLR416C
YLR417W,background,VPS36
YLR418C,background,CDC73
YLR419W,background,YLR419W
YLR420W,background,URA4
YLR421C,background,RPN13
YLR422W,background,DCK1
YLR423C,background,ATG17
YLR424W,background,SPP382
YLR425W,background,TUS1
YLR426W,background,TDA5
YLR427W,background,MAG2
YLR429W,background,CRN1
YLR430W,background,SEN1
YLR431C,background,ATG23
YLR432W,background,IMD3
YLR433C,background,CNA1
YLR435W,background,TSR2
YLR436C,background,ECM30
YLR437C,background,DIF1
YLR438W,background,CAR2
YLR439W,background,MRPL4
YLR440C,background,SEC39
YLR441C,background,RPS1A
YLR442C,background,SIR3
YLR443W,background,ECM7
YLR445W,background,GMC2
YLR446W,background,YLR446W
YLR447C,entropy_specific,VMA6
YLR448W,background,RPL6B
YLR449W,background,FPR4
YLR450W,background,HMG2
YLR451W,background,LEU3
YLR452C,background,SST2
YLR453C,background,RIF2
YLR454W,background,FMP27
YLR455W,background,PDP3
YLR456W,background,YLR456W
YLR457C,background,NBP1
YLR459W,background,GAB1
YLR460C,background,YLR460C
YLR461W,background,PAU4
YLR466W,background,YRF1-4
YLR467W,background,YRF1-5
YML001W,background,YPT7
YML002W,background,YML002W
YML003W,background,YML003W
YML004C,background,GLO1
YML005W,background,TRM12
YML006C,background,GIS4
YML007W,background,YAP1
YML008C,background,ERG6
YML009C,background,MRPL39
YML009C-A,background,YML009C-A
YML010W,background,SPT5
YML011C,background,RAD33
YML012W,background,ERV25
YML013W,background,UBX2
YML014W,background,TRM9
YML015C,background,TAF11
YML016C,background,PPZ1
YML017W,background,PSP2
YML018C,background,YML018C
YML019W,background,OST6
YML020W,background,YML020W
YML021C,background,UNG1
YML022W,background,APT1
YML023C,background,NSE5
YML024W,background,RPS17A
YML025C,background,YML6
YML026C,core_aging,RPS18B
YML027W,background,YOX1
YML028W,background,TSA1
YML029W,background,USA1
YML030W,background,RCF1
YML031W,background,NDC1
YML032C,background,RAD52
YML034W,background,SRC1
YML035C,background,AMD1
YML034C-A,background,YML034C-A
YML036W,background,CGI121
YML037C,background,YML037C
YML038C,background,YMD8
YML041C,background,VPS71
YML042W,background,CAT2
YML043C,background,RRN11
YML046W,background,PRP39
YML047C,background,PRM6
YML048W,background,GSF2
YML047W-A,background,YML047W-A
YML049C,background,RSE1
YML050W,background,AIM32
YML051W,background,GAL80
YML052W,background,SUR7
YML053C,background,YML053C
YML054C,background,CYB2
YML055W,background,SPC2
YML056C,background,IMD4
YML057W,background,CMP2
YML057C-A,background,YML057C-A
YML058W,background,SML1
YML059C,background,NTE1
YML060W,background,OGG1
YML061C,background,PIF1
YML062C,background,MFT1
YML063W,entropy_specific,RPS1B
YML064C,background,TEM1
YML065W,background,ORC1
YML066C,background,SMA2
YML067C,background,ERV41
YML068W,background,ITT1
YML069W,background,POB3
YML070W,background,DAK1
YML071C,background,COG8
YML072C,background,TCB3
YML073C,background,RPL6A
YML074C,background,FPR3
YML075C,background,HMG1
YML076C,background,WAR1
YML077W,background,BET5
YML078W,background,CPR3
YML079W,background,YML079W
YML080W,background,DUS1
YML081W,background,TDA9
YML082W,background,YML082W
YML083C,background,YML083C
YML085C,background,TUB1
YML086C,background,ALO1
YML087C,background,AIM33
YML088W,background,UFO1
YML090W,background,YML090W
YML091C,background,RPM2
YML092C,background,PRE8
YML093W,background,UTP14
YML094W,background,GIM5
YML095C,background,RAD10
YML096W,background,YML096W
YML097C,background,VPS9
YML098W,background,TAF13
YML099C,background,ARG81
YML100W,background,TSL1
YML099W-A,background,YML099W-A
YML101C,background,CUE4
YML102W,background,CAC2
YML103C,background,NUP188
YML104C,background,MDM1
YML105C,background,SEC65
YML106W,entropy_specific,URA5
YML107C,background,PML39
YML108W,background,YML108W
YML109W,background,ZDS2
YML110C,background,COQ5
YML111W,background,BUL2
YML112W,background,CTK3
YML113W,background,DAT1
YML114C,background,TAF8
YML115C,background,VAN1
YML116W,background,ATR1
YML117W,background,NAB6
YML116W-A,background,YML116W-A
YML118W,background,NGL3
YML119W,background,YML119W
YML120C,background,NDI1
YML121W,background,GTR1
YML122C,background,YML122C
YML123C,background,PHO84
YML124C,background,TUB3
YML125C,entropy_specific,PGA3
YML126C,background,ERG13
YML127W,background,RSC9
YML128C,background,MSC1
YML129C,background,COX14
YML130C,background,ERO1
YML131W,background,YML131W
YML132W,background,COS3
YML133C,background,YML133C
YMR001C,background,CDC5
YMR002W,background,MIX17
YMR003W,background,AIM34
YMR004W,background,MVP1
YMR005W,background,TAF4
YMR006C,background,PLB2
YMR007W,background,YMR007W
YMR008C,background,PLB1
YMR009W,background,ADI1
YMR010W,background,ANY1
YMR011W,background,HXT2
YMR012W,background,CLU1
YMR013C,background,SEC59
YMR014W,background,BUD22
YMR015C,background,ERG5
YMR016C,background,SOK2
YMR017W,background,SPO20
YMR018W,background,PEX9
YMR019W,background,STB4
YMR020W,background,FMS1
YMR021C,background,MAC1
YMR022W,background,UBC7
YMR023C,background,MSS1
YMR024W,background,MRPL3
YMR025W,background,CSI1
YMR026C,background,PEX12
YMR027W,background,YMR027W
YMR028W,background,TAP42
YMR029C,background,FAR8
YMR030W,background,RSF1
YMR031C,background,EIS1
YMR031W-A,background,YMR031W-A
YMR032W,background,HOF1
YMR033W,background,ARP9
YMR034C,background,RCH1
YMR035W,background,IMP2
YMR036C,background,MIH1
YMR037C,background,MSN2
YMR038C,background,CCS1
YMR039C,background,SUB1
YMR040W,background,YET2
YMR041C,background,ARA2
YMR042W,background,ARG80
YMR043W,background,MCM1
YMR044W,background,IOC4
YMR047C,background,NUP116
YMR048W,background,CSM3
YMR049C,background,ERB1
YMR052C-A,background,YMR052C-A
YMR052W,background,FAR3
YMR053C,background,STB2
YMR054W,background,STV1
YMR055C,background,BUB2
YMR056C,background,AAC1
YMR058W,background,FET3
YMR059W,background,SEN15
YMR060C,background,SAM37
YMR061W,background,RNA14
YMR062C,background,ARG7
YMR063W,background,RIM9
YMR064W,background,AEP1
YMR065W,background,KAR5
YMR066W,background,SOV1
YMR067C,background,UBX4
YMR068W,background,AVO2
YMR069W,background,NAT4
YMR070W,background,MOT3
YMR071C,background,TVP18
YMR072W,background,ABF2
YMR073C,background,IRC21
YMR074C,background,SDD2
YMR075W,background,RCO1
YMR076C,background,PDS5
YMR077C,background,VPS20
YMR078C,background,CTF18
YMR079W,background,SEC14
YMR080C,background,NAM7
YMR081C,background,ISF1
YMR083W,background,ADH3
YMR085W,background,YMR085W
YMR086C-A,background,YMR086C-A
YMR086W,background,SEG1
YMR087W,background,YMR087W
YMR088C,background,VBA1
YMR089C,background,YTA12
YMR090W,background,YMR090W
YMR091C,background,NPL6
YMR092C,background,AIP1
YMR093W,background,UTP15
YMR094W,background,CTF13
YMR095C,background,SNO1
YMR096W,background,SNZ1
YMR097C,background,MTG1
YMR098C,background,ATP25
YMR099C,background,YMR099C
YMR100W,background,MUB1
YMR101C,background,SRT1
YMR102C,background,YMR102C
YMR103C,background,YMR103C
YMR104C,background,YPK2
YMR105C,background,PGM2
YMR106C,background,YKU80
YMR107W,background,SPG4
YMR108W,background,ILV2
YMR109W,background,MYO5
YMR110C,background,HFD1
YMR111C,background,YMR111C
YMR112C,background,MED11
YMR113W,background,FOL3
YMR114C,background,YMR114C
YMR115W,background,MGR3
YMR116C,time_specific,ASC1
YMR117C,background,SPC24
YMR118C,background,SHH3
YMR119W,background,ASI1
YMR119W-A,background,YMR119W-A
YMR120C,background,ADE17
YMR121C,background,RPL15B
YMR123W,background,PKR1
YMR124W,background,EPO1
YMR125W,background,STO1
YMR126C,background,DLT1
YMR127C,background,SAS2
YMR128W,background,ECM16
YMR129W,background,POM152
YMR130W,background,YMR130W
YMR131C,background,RRB1
YMR132C,background,JLP2
YMR133W,background,REC114
YMR134W,background,ERG29
YMR135C,background,GID8
YMR135W-A,background,YMR135W-A
YMR136W,background,GAT2
YMR137C,background,PSO2
YMR138W,background,CIN4
YMR139W,background,RIM11
YMR140W,background,SIP5
YMR141C,background,YMR141C
YMR142C,time_specific,RPL13B
YMR143W,time_specific,RPS16A
YMR144W,background,FDO1
YMR145C,background,NDE1
YMR146C,background,TIF34
YMR147W,background,YMR147W
YMR148W,background,OSW5
YMR151W,background,YIM2
YMR152W,background,YIM1
YMR153C-A,background,YMR153C-A
YMR153W,background,NUP53
YMR154C,background,RIM13
YMR155W,background,YMR155W
YMR156C,background,TPP1
YMR157C,background,AIM36
YMR158W,background,MRPS8
YMR160W,background,YMR160W
YMR161W,background,HLJ1
YMR162C,background,DNF3
YMR163C,background,INP2
YMR164C,background,MSS11
YMR165C,background,PAH1
YMR166C,background,MME1
YMR167W,entropy_specific,MLH1
YMR168C,background,CEP3
YMR169C,background,ALD3
YMR170C,background,ALD2
YMR171C,background,EAR1
YMR172W,background,HOT1
YMR173W,background,DDR48
YMR173W-A,background,YMR173W-A
YMR174C,background,PAI3
YMR175W,background,SIP18
YMR176W,background,ECM5
YMR177W,background,MMT1
YMR178W,background,YMR178W
YMR179W,background,SPT21
YMR180C,background,CTL1
YMR181C,background,YMR181C
YMR182C,background,RGM1
YMR183C,background,SSO2
YMR184W,background,ADD37
YMR185W,background,RTP1
YMR186W,background,HSC82
YMR187C,background,YMR187C
YMR188C,background,MRPS17
YMR189W,background,GCV2
YMR190C,background,SGS1
YMR191W,background,SPG5
YMR192W,background,GYL1
YMR193W,background,MRPL24
YMR194W,background,RPL36A
YMR195W,background,ICY1
YMR196W,background,YMR196W
YMR197C,background,VTI1
YMR198W,background,CIK1
YMR199W,background,CLN1
YMR200W,background,ROT1
YMR201C,background,RAD14
YMR202W,background,ERG2
YMR203W,background,TOM40
YMR204C,background,INP1
YMR205C,background,PFK2
YMR206W,background,YMR206W
YMR207C,background,HFA1
YMR208W,background,ERG12
YMR209C,background,YMR209C
YMR210W,background,MGL2
YMR211W,background,DML1
YMR212C,background,EFR3
YMR213W,background,CEF1
YMR214W,background,SCJ1
YMR215W,background,GAS3
YMR216C,background,SKY1
YMR217W,background,GUA1
YMR218C,background,TRS130
YMR219W,background,ESC1
YMR220W,background,ERG8
YMR221C,background,FMP42
YMR222C,background,FSH2
YMR223W,background,UBP8
YMR224C,background,MRE11
YMR225C,background,MRPL44
YMR226C,background,YMR226C
YMR227C,background,TAF7
YMR228W,background,MTF1
YMR229C,background,RRP5
YMR230W,background,RPS10B
